标题,个人评分,打分日期,条目链接,评论
"情人","3","2023-04-17","https://book.douban.com/subject/1400705/","",
"人生","5","2023-04-17","https://book.douban.com/subject/3803820/","",
"受戒","5","2023-04-17","https://book.douban.com/subject/1760432/","",
"边城","5","2023-04-17","https://book.douban.com/subject/1057244/","",
"分成两半的子爵","5","2023-05-01","https://book.douban.com/subject/10555486/","",
"不存在的骑士","5","2023-05-02","https://book.douban.com/subject/6789551/","",
"霍乱时期的爱情","5","2023-05-21","https://book.douban.com/subject/10594787/","",
"一桩事先张扬的凶杀案","4","2023-06-07","https://book.douban.com/subject/24382569/","",
"时间简史","5","2023-06-07","https://book.douban.com/subject/1257217/","",
"十问","5","2023-06-07","https://book.douban.com/subject/30459652/","",
"人生","5","2023-06-07","https://book.douban.com/subject/34953363/","",
"百年孤独","5","2023-06-07","https://book.douban.com/subject/27107109/","",
"局外人","5","2023-06-10","https://book.douban.com/subject/4908885/","",
"树上的男爵","5","2023-06-22","https://book.douban.com/subject/6789605/","",
"世上最美的溺水者","5","2023-06-23","https://book.douban.com/subject/26628811/","",
"房思琪的初恋乐园","4","2023-07-28","https://book.douban.com/subject/27614904/","",
"沉默的大多数","5","2023-07-30","https://book.douban.com/subject/1054685/","",
"动物农场","5","2023-07-30","https://book.douban.com/subject/2035179/","",
"人·兽·鬼","5","2023-08-01","https://book.douban.com/subject/1058679/","",
"动物农场","5","2023-08-01","https://book.douban.com/subject/4908879/","",
"1984","5","2023-08-01","https://book.douban.com/subject/4820710/","",
"赌徒","5","2023-08-06","https://book.douban.com/subject/35664591/","",
"我们仨","5","2023-08-13","https://book.douban.com/subject/1023045/","",
"鼠疫","5","2023-08-24","https://book.douban.com/subject/24257229/","",
"红楼梦","5","2023-08-24","https://book.douban.com/subject/1007305/","",
"秋园","5","2023-08-27","https://book.douban.com/subject/34998019/","",
"不能承受的生命之轻","5","2023-10-01","https://book.douban.com/subject/35764761/","",
"浮木","5","2023-10-03","https://book.douban.com/subject/35479662/","",
"城市与狗","5","2023-10-03","https://book.douban.com/subject/34933184/","",
"德米安","5","2023-10-15","https://book.douban.com/subject/3578470/","",
"德米安","5","2023-10-15","https://book.douban.com/subject/35060088/","",
"地下室手记","5","2023-10-21","https://book.douban.com/subject/34990839/","",
"病隙碎笔","5","2023-12-09","https://book.douban.com/subject/30347958/","",
"当呼吸化为空气","5","2024-01-14","https://book.douban.com/subject/26896859/","",
"契诃夫短篇小说精选","5","2024-01-26","https://book.douban.com/subject/33417103/","",
"我与地坛","5","2024-01-26","https://book.douban.com/subject/1209899/","",
"三国演义","5","2024-01-27","https://book.douban.com/subject/26416768/","",
"我与地坛","5","2024-01-28","https://book.douban.com/subject/30207170/","",
"邓小平时代","5","2024-01-31","https://book.douban.com/subject/20424526/","",
"未来学大会","5","2024-02-10","https://book.douban.com/subject/35330057/","",
"索拉里斯星","5","2024-02-12","https://book.douban.com/subject/35049755/","",
"也许你该找个人聊聊","5","2024-02-13","https://book.douban.com/subject/35481512/","",
"风沙星辰","5","2024-02-15","https://book.douban.com/subject/10439392/","",
"其主之声","5","2024-02-17","https://book.douban.com/subject/35268281/","",
"中短篇小说选","5","2024-02-25","https://book.douban.com/subject/1186425/","",
"被伤害与侮辱的人们","5","2024-02-25","https://book.douban.com/subject/25887930/","",
"窄门","5","2024-03-03","https://book.douban.com/subject/35273130/","",
"漂泊的灵魂","5","2024-03-17","https://book.douban.com/subject/19967328/","",
"耻","5","2024-04-03","https://book.douban.com/subject/35571558/","",
"看不见的城市","5","2024-04-05","https://book.douban.com/subject/10555509/","",
"看不见的城市","5","2024-04-13","https://book.douban.com/subject/1863930/","",
"马可瓦尔多","5","2024-04-13","https://book.douban.com/subject/34799583/","",
"克拉拉与太阳","5","2024-04-14","https://book.douban.com/subject/35315153/","",
"如果在冬夜，一个旅人","5","2024-04-20","https://book.douban.com/subject/10555535/","",
"金色眼睛的映象","4","2024-05-01","https://book.douban.com/subject/35809231/","",
"窄门","5","2024-05-03","https://book.douban.com/subject/30331835/","",
"螺丝在拧紧","5","2024-05-26","https://book.douban.com/subject/27199028/","",
"远山淡影","5","2024-06-01","https://book.douban.com/subject/5988624/","",
"斯通纳","5","2024-06-06","https://book.douban.com/subject/26425831/","",
"螺丝在拧紧","4","2024-06-08","https://book.douban.com/subject/35067446/","",
"长日将尽","5","2024-06-08","https://book.douban.com/subject/30142261/","",
"九故事","5","2024-07-10","https://book.douban.com/subject/26905155/","",
"迈克尔·K的人生与时代","5","2024-07-13","https://book.douban.com/subject/35328936/","",
"米格尔街","5","2024-07-13","https://book.douban.com/subject/21346008/","",
"魔术师","5","2024-07-18","https://book.douban.com/subject/36294882/","",
"都柏林人","5","2024-07-23","https://book.douban.com/subject/4908872/","",
"城市与狗","5","2024-07-23","https://book.douban.com/subject/2073481/","",
"白夜","5","2024-07-23","https://book.douban.com/subject/25887921/","",
"地球上最后的夜晚","5","2024-07-23","https://book.douban.com/subject/20501761/","",
"南方高速","5","2024-09-16","https://book.douban.com/subject/27079479/","",
"秦腔","5","2024-11-15","https://book.douban.com/subject/3641661/","",
"小径分岔的花园","4","2024-11-30","https://book.douban.com/subject/25796120/","",
"沉石与火舌","5","2024-11-30","https://book.douban.com/subject/35058665/","",
"毛姆短篇小说精选集","4","2024-11-30","https://book.douban.com/subject/35393592/","",
"当我们不再理解世界","4","2024-11-30","https://book.douban.com/subject/36073906/","",
"失明症漫记","5","2024-12-08","https://book.douban.com/subject/35984787/","",
"愤怒的葡萄","4","2024-12-31","https://book.douban.com/subject/33395266/","",
"逃离","5","2025-01-05","https://book.douban.com/subject/26863797/","",
"审判","5","2025-01-19","https://book.douban.com/subject/33383582/","",
"我还能看到多少次满月升起","5","2025-02-11","https://book.douban.com/subject/36361860/","准备看看荒野猎人了，准备再听听他的音乐",
"幻影书","5","2025-06-19","https://book.douban.com/subject/2214350/","精巧",
"恋情的终结","3","2025-06-24","https://book.douban.com/subject/26279019/","没太读懂",
"道德故事集","4","2025-07-10","https://book.douban.com/subject/36699350/","",
"呼吸","4","2025-07-10","https://book.douban.com/subject/34672176/","",
"复明症漫记","4","2025-07-12","https://book.douban.com/subject/36234534/","情节能够再紧凑一些就更好了，前面的内容真的没有什么吸引力",
"大师和玛格丽特","4","2025-08-05","https://book.douban.com/subject/26786085/","有些迷糊，也许需要重读",
"波兰人","4","2025-08-11","https://book.douban.com/subject/36808795/","",
"睡美人","3","2025-08-12","https://book.douban.com/subject/25772862/","不习惯",
"桶川跟踪狂杀人事件","4","2025-08-24","https://book.douban.com/subject/35094680/","这就是缺少的东西",
"世上为什么要有图书馆","3","2025-09-03","https://book.douban.com/subject/36593622/","不太吃这一套感觉有点过誉了",
"清醒地活","","2025-09-08","https://book.douban.com/subject/35581777/","需要时间来检验",
"死亡间歇","4","2025-09-18","https://book.douban.com/subject/36028315/","人类的愚蠢与死亡的愚蠢",
"离婚","4","2025-09-26","https://book.douban.com/subject/34808043/","流畅",
"年龄是一种感觉","2","2025-10-01","https://book.douban.com/subject/37270798/","在长春钟书阁被章节的可跳跃性质（感觉这种上限极高，笑）所吸引，大概四十分钟读完了吧，似乎并没有什么感觉。也许正如朋友所说的是用来博一时销量的工具书吧",
"蓝溪镇.1","","2025-10-02","https://book.douban.com/subject/35034666/","",
"蓝溪镇. 2","","2025-10-02","https://book.douban.com/subject/35272760/","",
"蓝溪镇. 3","","2025-10-02","https://book.douban.com/subject/35618366/","",
"蓝溪镇. 4","","2025-10-02","https://book.douban.com/subject/36237960/","",
"蓝溪镇.5","","2025-10-02","https://book.douban.com/subject/37177999/","",
"再见绘梨","3","2025-10-12","https://book.douban.com/subject/36122667/","只有一点点巧思点缀的平庸之作",
"黄金时代","3","2025-12-02","https://book.douban.com/subject/27013741/","我不知所云",
"新世紀福音戰士 14 (完)","5","2026-02-27","https://book.douban.com/subject/26068098/","感觉比旧剧场版好。我想会在不同的阶段一次又一次地爱上 eva。",
"eva re-take","5","2026-02-27","https://book.douban.com/subject/6864195/","真的很棒的同人。律子的话还是回荡在耳边，碇源堂。为什么我也一直走不出来？",
