标题,个人评分,打分日期,条目链接,评论
"机动警察 / 機動警察パトレイバー","","2024-07-22","https://movie.douban.com/subject/1857662/","",
"怪物 / MONSTER","","2024-07-24","https://movie.douban.com/subject/1427980/","",
"虫师 / 蟲師","","2024-07-24","https://movie.douban.com/subject/1800597/","",
"是，大臣  第一季 / Yes Minister Season 1","","2024-07-26","https://movie.douban.com/subject/4937405/","",
"是，首相 第一季 / Yes, Prime Minister Season 1","","2024-07-26","https://movie.douban.com/subject/1441948/","",
"纸牌屋 第二季 / House of Cards Season 2","","2024-07-26","https://movie.douban.com/subject/22523356/","",
"纸牌屋 第一季 / House of Cards Season 1","","2024-07-26","https://movie.douban.com/subject/6037429/","",
"姥姥的外孙 / หลานม่า","","2024-08-24","https://movie.douban.com/subject/36328210/","",
"摇滚红与黑 / Le Rouge et le Noir","","2024-08-31","https://movie.douban.com/subject/30484534/","",
"出走的决心","","2024-09-28","https://movie.douban.com/subject/36587974/","",
"蜡笔小新：大人王国的反击 / クレヨンしんちゃん 嵐を呼ぶ モーレ...","","2024-10-26","https://movie.douban.com/subject/1958667/","",
"太空丹迪 / スペース☆ダンディ","","2024-11-03","https://movie.douban.com/subject/24905970/","",
"饮食男女 / 飲食男女","","2024-11-15","https://movie.douban.com/subject/1291818/","",
"新龙门客栈 / 新龍門客棧","","2024-11-16","https://movie.douban.com/subject/1292287/","",
"比利·林恩的中场战事 / Billy Lynn's Long Halftime Walk","","2024-11-16","https://movie.douban.com/subject/25983044/","",
"持摄影机的人 / Человек с Киноаппаратом","","2024-11-16","https://movie.douban.com/subject/1293199/","",
"爱在黎明破晓前 / Before Sunrise","","2024-11-23","https://movie.douban.com/subject/1296339/","",
"爱在日落黄昏时 / Before Sunset","","2024-11-23","https://movie.douban.com/subject/1291990/","",
"西西里的美丽传说 / Malèna","","2024-11-23","https://movie.douban.com/subject/1292402/","",
"雨人 / Rain Man","","2024-11-24","https://movie.douban.com/subject/1291870/","",
"小武","","2024-11-24","https://movie.douban.com/subject/1291851/","",
"路遥","","2024-11-24","https://movie.douban.com/subject/7051283/","",
"雷普利 / Ripley","","2024-12-28","https://movie.douban.com/subject/26415434/","",
"三体","","2024-12-28","https://movie.douban.com/subject/26647087/","",
"背叛 / Измены","","2025-01-12","https://movie.douban.com/subject/26820511/","",
"关于我母亲的一切 / Todo sobre mi madre","","2025-01-26","https://movie.douban.com/subject/1291937/","",
"家园 / Home","","2025-01-30","https://movie.douban.com/subject/3018123/","",
"人生果实 / 人生フルーツ","","2025-01-30","https://movie.douban.com/subject/26874505/","",
"帝企鹅日记 / La marche de l'empereur","","2025-01-30","https://movie.douban.com/subject/1369747/","",
"了不起的狐狸爸爸 / Fantastic Mr. Fox","","2025-01-30","https://movie.douban.com/subject/1759386/","",
"玩具总动员 / Toy Story","","2025-02-01","https://movie.douban.com/subject/1291575/","",
"处女泉 / Jungfrukällan","","2025-02-22","https://movie.douban.com/subject/1293156/","",
"人生切割术 第一季 / Severance Season 1","","2025-03-01","https://movie.douban.com/subject/34885342/","",
"波尔多欲望天堂 / Goya en Burdeos","","2025-03-01","https://movie.douban.com/subject/1304580/","",
"百年孤独 第一季 / Cien años de soledad Season 1","","2025-03-09","https://movie.douban.com/subject/30482958/","",
"同路人 / Fellow Travelers","","2025-03-09","https://movie.douban.com/subject/35591396/","",
"粗野派 / The Brutalist","","2025-03-30","https://movie.douban.com/subject/30388206/","",
"扯淡地球史 / Cunk on Earth","","2025-04-12","https://movie.douban.com/subject/36111271/","",
"玛丽和麦克斯 / Mary and Max","","2025-04-26","https://movie.douban.com/subject/3072124/","",
"珠峰清道夫 / Death Zone: Cleaning Mount Everest","","2025-05-01","https://movie.douban.com/subject/30167539/","",
"瑞克和莫蒂 第八季 / Rick and Morty Season 8","","2025-05-01","https://movie.douban.com/subject/36508122/","",
"美国精神病人 / American Psycho","","2025-05-01","https://movie.douban.com/subject/1301715/","",
"红发少女安妮 / 赤毛のアン","","2025-05-02","https://movie.douban.com/subject/2309883/","",
"崖上的波妞 / 崖の上のポニョ","","2025-05-02","https://movie.douban.com/subject/1959877/","",
"风之谷 / 風の谷のナウシカ","","2025-05-02","https://movie.douban.com/subject/1291585/","",
"罗马 / Roma","","2025-05-11","https://movie.douban.com/subject/1950330/","",
"银河铁道999 / 銀河鉄道999","","2025-05-17","https://movie.douban.com/subject/1477924/","",
"冰雪奇缘 / Frozen","","2025-05-18","https://movie.douban.com/subject/4202982/","",
"紫色 / The Color Purple","","2025-05-23","https://movie.douban.com/subject/1294503/","",
"路边野餐","","2025-05-30","https://movie.douban.com/subject/26337866/","",
"麦兜·当当伴我心 / 麥兜‧噹噹伴我心","","2025-06-16","https://movie.douban.com/subject/10772258/","",
"碟中谍8：最终清算 / Mission: Impossible - The Final Reckoning","","2025-06-26","https://movie.douban.com/subject/30433456/","",
"星月童话 / 星月童話","","2025-06-26","https://movie.douban.com/subject/1295284/","",
"春光乍泄 / 春光乍洩","","2025-06-30","https://movie.douban.com/subject/1292679/","",
"内布拉斯加 / Nebraska","","2025-07-01","https://movie.douban.com/subject/6538833/","",
"杀人回忆 / 살인의 추억","","2025-07-03","https://movie.douban.com/subject/1300299/","",
"碟中谍7：致命清算 / Mission: Impossible – Dead Reckoning Part...","","2025-07-08","https://movie.douban.com/subject/30433455/","",
"红高粱","","2025-07-16","https://movie.douban.com/subject/1306505/","",
"太阳照常升起","","2025-07-16","https://movie.douban.com/subject/1766086/","",
"愤怒的公牛 / Raging Bull","","2025-07-21","https://movie.douban.com/subject/1293155/","",
"麦克白 / Macbeth","","2025-07-25","https://movie.douban.com/subject/37070636/","",
"乌鸦 / The Crow","","2025-07-26","https://movie.douban.com/subject/1292474/","",
"战栗空间 / Panic Room","","2025-07-28","https://movie.douban.com/subject/1306911/","",
"可可西里","","2025-08-13","https://movie.douban.com/subject/1308857/","",
"步履不停 / 歩いても 歩いても","","2025-08-28","https://movie.douban.com/subject/2222996/","",
"青蛇","","2025-08-28","https://movie.douban.com/subject/1303394/","",
"我的天才女友 第四季 / L'amica geniale Season 4","","2025-09-01","https://movie.douban.com/subject/35785050/","",
"我的天才女友 第三季 / L'amica geniale Season 3","","2025-09-01","https://movie.douban.com/subject/35051880/","",
"我的天才女友 第二季 / L'amica geniale Season 2","","2025-09-01","https://movie.douban.com/subject/30395843/","",
"我的天才女友 第一季 / L'amica geniale Season 1","","2025-09-01","https://movie.douban.com/subject/28427782/","",
"关于约会的一切 / Follemente","","2025-09-01","https://movie.douban.com/subject/37067150/","",
"天注定","","2025-09-14","https://movie.douban.com/subject/21941283/","",
"高山下的花环","","2025-09-24","https://movie.douban.com/subject/1422283/","",
"战马 / War Horse","","2025-09-24","https://movie.douban.com/subject/4206436/","",
"初吻 / La boum","","2025-09-24","https://movie.douban.com/subject/1340517/","",
"云上的日子 / Al di là delle nuvole","","2025-09-24","https://movie.douban.com/subject/1291558/","",
"芳芳 / Fanfan","","2025-09-24","https://movie.douban.com/subject/1293377/","",
"女孩","","2025-09-27","https://movie.douban.com/subject/36986482/","",
"乔乔的异想世界 / Jojo Rabbit","","2025-10-02","https://movie.douban.com/subject/30170546/","",
"小妇人 / Little Women","","2025-10-02","https://movie.douban.com/subject/26348103/","",
"关于我和鬼变成家人的那件事 / 關於我和鬼變成家人的那件事","","2025-10-02","https://movie.douban.com/subject/35698284/","",
"色，戒","","2025-10-02","https://movie.douban.com/subject/1828115/","",
"象人 / The Elephant Man","","2025-10-03","https://movie.douban.com/subject/1293200/","",
"双峰 第一季 / Twin Peaks Season 1","","2025-10-03","https://movie.douban.com/subject/1295526/","",
"美国往事 / Once Upon a Time in America","","2025-10-04","https://movie.douban.com/subject/1292262/","",
"极速风流 / Rush","","2025-10-04","https://movie.douban.com/subject/6803494/","",
"芙蓉镇","","2025-10-09","https://movie.douban.com/subject/1297880/","",
"牧马人","","2025-10-09","https://movie.douban.com/subject/1308038/","",
"雪豹女王 / La Panthère des neiges","","2025-10-23","https://movie.douban.com/subject/35441274/","",
"变脸","","2025-10-26","https://movie.douban.com/subject/1293237/","",
"阿尔及尔之战 / La battaglia di Algeri","","2025-10-26","https://movie.douban.com/subject/1419005/","",
"暖暖内含光 / Eternal Sunshine of the Spotless Mind","","2025-10-30","https://movie.douban.com/subject/1308777/","",
"钢琴课 / The Piano","","2025-12-06","https://movie.douban.com/subject/1293818/","",
"乌云背后的幸福线 / Silver Linings Playbook","","2025-12-12","https://movie.douban.com/subject/3094909/","",
"弗兰克 / Frank","","2025-12-17","https://movie.douban.com/subject/10763928/","",
"房间 / Room","","2025-12-17","https://movie.douban.com/subject/25724855/","",
"奥德赛 / The Odyssey","","2025-12-22","https://movie.douban.com/subject/36808876/","",
"狗镇 / Dogville","","2025-12-22","https://movie.douban.com/subject/1298759/","",
"落水狗 / Reservoir Dogs","","2026-01-01","https://movie.douban.com/subject/1299603/","",
"2012","","2026-01-02","https://movie.douban.com/subject/3005875/","",
"旺角卡门 / 旺角卡門","","2026-01-11","https://movie.douban.com/subject/1304624/","",
"爱神 / Eros","","2026-01-11","https://movie.douban.com/subject/1309029/","",
"蓝莓之夜 / My Blueberry Nights","","2026-01-11","https://movie.douban.com/subject/1499148/","",
"悲情城市","","2026-01-25","https://movie.douban.com/subject/1294194/","",
"寂静的朋友 / Stille Freundin","","2026-01-25","https://movie.douban.com/subject/26967871/","",
"合法副本 / Copie conforme","","2026-02-02","https://movie.douban.com/subject/2973543/","",
"何处是我朋友的家 / خانه دوست کج...","","2026-02-02","https://movie.douban.com/subject/1301897/","",
"樱桃的滋味 / طعم گیلاس","","2026-02-02","https://movie.douban.com/subject/1296177/","",
"香水 / Perfume: The Story of a Murderer","","2026-02-08","https://movie.douban.com/subject/1760622/","",
"春天的故事 / Conte de printemps","","2026-02-10","https://movie.douban.com/subject/1293632/","",
"寂静人生 / Still Life","","2026-02-10","https://movie.douban.com/subject/10755367/","",
"生生长流 / زندگی و دیگر هی...","","2026-02-10","https://movie.douban.com/subject/1303471/","",
"曾经 / Once","","2026-02-10","https://movie.douban.com/subject/2053515/","",
"新蝙蝠侠2 / The Batman Part II","","2026-02-10","https://movie.douban.com/subject/35881761/","",
"沙丘3 / Dune: Part Three","","2026-02-10","https://movie.douban.com/subject/36787273/","",
"爱情抓马 / The Drama","","2026-02-10","https://movie.douban.com/subject/36995126/","",
"哈姆奈特 / Hamnet","","2026-02-10","https://movie.douban.com/subject/35618471/","",
"挽救计划 / Project Hail Mary
                    查看影讯","","2026-02-14","https://movie.douban.com/subject/35010610/","",
"阳光灿烂的日子","","2026-03-06","https://movie.douban.com/subject/1291875/","",
"儿童法案 / The Children Act","","2026-03-10","https://movie.douban.com/subject/26886408/","",
"至尊马蒂 / Marty Supreme
                    查看影讯","","2026-03-11","https://movie.douban.com/subject/36691620/","",
"人狼","","2026-03-16","https://movie.douban.com/subject/1306255/","",
"情感价值 / Affeksjonsverdi","","2026-03-16","https://movie.douban.com/subject/36413501/","",
"你好，爱美丽 / Amélie et la métaphysique des tubes
                    查看影讯","","2026-03-16","https://movie.douban.com/subject/36394612/","",
"15名动画人 / アニ＊クリ15","","2026-03-21","https://movie.douban.com/subject/3240828/","",
